49.96,63.00,0.00,0.00,7.00,0.00
96.06,17.00,1.00,1.00,2.00,0.00
78.56,33.00,0.00,1.00,3.00,1.00
67.89,29.00,1.00,1.00,9.00,1.00
32.48,13.00,1.00,1.00,5.00,0.00
32.48,46.00,0.00,2.00,9.00,1.00
24.65,35.00,0.00,2.00,6.00,0.00
89.29,6.00,0.00,1.00,3.00,1.00
68.09,69.00,1.00,2.00,7.00,1.00
76.65,47.00,1.00,0.00,4.00,1.00
21.65,25.00,2.00,0.00,0.00,0.00
97.59,66.00,0.00,0.00,3.00,1.00
86.60,10.00,1.00,1.00,2.00,1.00
36.99,56.00,1.00,0.00,8.00,0.00
34.55,30.00,0.00,2.00,7.00,1.00
34.67,5.00,2.00,1.00,0.00,0.00
44.34,33.00,0.00,2.00,10.00,1.00
61.98,65.00,2.00,0.00,5.00,0.00
54.56,18.00,1.00,0.00,8.00,1.00
43.30,49.00,2.00,0.00,6.00,0.00
68.95,11.00,1.00,1.00,3.00,0.00
31.16,26.00,0.00,2.00,0.00,0.00
43.37,63.00,0.00,1.00,1.00,1.00
49.31,59.00,0.00,1.00,4.00,0.00
56.49,27.00,2.00,0.00,10.00,0.00
82.81,49.00,1.00,1.00,4.00,0.00
35.97,33.00,0.00,1.00,7.00,1.00
61.14,1.00,0.00,0.00,5.00,1.00
67.39,21.00,1.00,1.00,7.00,0.00
23.72,55.00,0.00,0.00,1.00,0.00
68.60,6.00,1.00,0.00,2.00,1.00
33.64,69.00,1.00,0.00,5.00,0.00
25.20,5.00,1.00,0.00,9.00,0.00
95.91,3.00,1.00,1.00,2.00,1.00
97.25,53.00,1.00,0.00,5.00,0.00
84.67,23.00,2.00,0.00,5.00,1.00
44.37,53.00,0.00,1.00,1.00,0.00
27.81,37.00,2.00,1.00,6.00,0.00
74.74,17.00,0.00,2.00,1.00,0.00
55.21,1.00,2.00,1.00,5.00,1.00
29.76,51.00,1.00,1.00,0.00,1.00
59.61,45.00,0.00,2.00,2.00,1.00
22.75,4.00,0.00,1.00,1.00,1.00
92.75,62.00,2.00,1.00,6.00,1.00
40.70,65.00,2.00,1.00,3.00,0.00
73.00,32.00,0.00,1.00,7.00,1.00
44.94,34.00,2.00,2.00,5.00,0.00
61.61,72.00,2.00,1.00,9.00,0.00
63.74,39.00,2.00,1.00,3.00,0.00
34.79,26.00,1.00,2.00,4.00,0.00
97.57,34.00,1.00,0.00,8.00,1.00
82.01,54.00,2.00,2.00,6.00,1.00
95.16,3.00,2.00,0.00,9.00,1.00
91.59,50.00,1.00,2.00,8.00,1.00
67.83,12.00,1.00,2.00,6.00,0.00
93.75,65.00,0.00,1.00,0.00,1.00
27.08,54.00,0.00,0.00,7.00,1.00
35.68,5.00,1.00,1.00,3.00,1.00
23.62,57.00,2.00,0.00,2.00,0.00
46.03,17.00,2.00,2.00,6.00,0.00
51.09,47.00,2.00,2.00,2.00,1.00
41.71,23.00,2.00,0.00,7.00,0.00
86.30,14.00,0.00,1.00,5.00,0.00
48.54,66.00,1.00,1.00,4.00,0.00
42.47,51.00,2.00,1.00,3.00,0.00
63.42,38.00,0.00,1.00,7.00,1.00
31.27,64.00,2.00,2.00,7.00,0.00
84.18,38.00,1.00,2.00,0.00,1.00
25.96,50.00,0.00,2.00,8.00,0.00
98.95,30.00,1.00,2.00,4.00,0.00
81.78,51.00,1.00,2.00,3.00,1.00
35.90,63.00,0.00,1.00,5.00,0.00
20.44,52.00,0.00,1.00,5.00,1.00
85.24,38.00,0.00,1.00,1.00,1.00
76.55,30.00,0.00,1.00,7.00,1.00
78.32,51.00,0.00,2.00,6.00,0.00
81.70,5.00,0.00,2.00,0.00,1.00
25.92,29.00,0.00,2.00,4.00,1.00
48.68,4.00,2.00,0.00,5.00,1.00
29.27,10.00,1.00,1.00,3.00,1.00
89.05,56.00,0.00,1.00,1.00,1.00
69.86,17.00,2.00,2.00,3.00,0.00
46.47,17.00,2.00,1.00,0.00,0.00
25.08,69.00,2.00,1.00,6.00,0.00
44.88,34.00,1.00,2.00,1.00,0.00
46.01,6.00,0.00,0.00,1.00,1.00
78.37,53.00,2.00,0.00,8.00,0.00
71.00,66.00,1.00,0.00,4.00,0.00
90.98,43.00,1.00,2.00,1.00,1.00
57.78,23.00,1.00,1.00,10.00,0.00
29.57,55.00,2.00,2.00,8.00,0.00
77.06,16.00,0.00,2.00,8.00,1.00
80.86,8.00,2.00,1.00,0.00,1.00
64.90,4.00,2.00,0.00,10.00,1.00
81.68,4.00,0.00,0.00,2.00,1.00
59.50,56.00,0.00,2.00,3.00,0.00
61.82,25.00,0.00,0.00,6.00,0.00
54.20,67.00,1.00,2.00,9.00,0.00
22.03,67.00,0.00,2.00,3.00,0.00
28.63,27.00,2.00,1.00,1.00,0.00
22.51,32.00,0.00,1.00,6.00,0.00
70.91,50.00,2.00,1.00,5.00,0.00
45.15,61.00,1.00,2.00,2.00,1.00
60.69,51.00,2.00,1.00,5.00,0.00
92.61,19.00,2.00,0.00,10.00,0.00
39.94,21.00,0.00,0.00,5.00,1.00
52.83,5.00,0.00,2.00,4.00,1.00
80.44,42.00,2.00,2.00,3.00,0.00
38.30,61.00,0.00,1.00,9.00,1.00
26.16,22.00,1.00,2.00,0.00,1.00
43.18,21.00,1.00,2.00,9.00,1.00
32.90,70.00,0.00,0.00,5.00,1.00
94.38,1.00,1.00,0.00,1.00,0.00
84.65,5.00,0.00,1.00,2.00,1.00
70.67,12.00,2.00,2.00,7.00,1.00
89.72,46.00,2.00,2.00,9.00,0.00
84.29,34.00,1.00,0.00,5.00,0.00
34.93,49.00,0.00,2.00,2.00,0.00
91.40,45.00,0.00,0.00,6.00,1.00
63.15,27.00,1.00,1.00,3.00,0.00
84.60,26.00,2.00,0.00,8.00,0.00
91.69,47.00,1.00,2.00,4.00,0.00
45.44,56.00,2.00,1.00,2.00,1.00
28.80,63.00,0.00,0.00,1.00,1.00
38.23,48.00,2.00,0.00,10.00,0.00
54.17,61.00,1.00,1.00,1.00,0.00
85.44,26.00,0.00,1.00,2.00,1.00
88.86,36.00,1.00,0.00,1.00,0.00
20.56,1.00,1.00,2.00,3.00,1.00
60.86,8.00,2.00,0.00,1.00,0.00
53.39,52.00,1.00,1.00,9.00,0.00
37.77,47.00,2.00,0.00,8.00,0.00
29.59,56.00,0.00,1.00,1.00,0.00
47.01,14.00,2.00,1.00,8.00,0.00
95.43,28.00,0.00,2.00,5.00,1.00
45.86,2.00,2.00,1.00,0.00,0.00
61.50,26.00,1.00,1.00,3.00,0.00
76.24,14.00,2.00,2.00,0.00,0.00
49.09,59.00,2.00,1.00,5.00,0.00
97.74,56.00,0.00,2.00,3.00,0.00
97.00,7.00,1.00,2.00,2.00,0.00
40.14,3.00,2.00,1.00,2.00,1.00
59.78,23.00,1.00,1.00,8.00,0.00
44.07,18.00,2.00,0.00,5.00,0.00
42.79,38.00,2.00,2.00,8.00,1.00
22.95,15.00,1.00,0.00,4.00,0.00
68.77,64.00,2.00,1.00,1.00,0.00
60.21,28.00,1.00,0.00,7.00,1.00
24.12,39.00,2.00,2.00,4.00,0.00
42.29,57.00,0.00,0.00,1.00,0.00
92.66,17.00,1.00,2.00,3.00,1.00
39.16,44.00,2.00,1.00,8.00,0.00
31.59,25.00,2.00,1.00,3.00,1.00
59.16,17.00,0.00,2.00,3.00,1.00
98.85,13.00,1.00,1.00,1.00,1.00
39.36,25.00,2.00,1.00,5.00,0.00
73.77,68.00,0.00,1.00,10.00,1.00
80.93,10.00,2.00,1.00,1.00,1.00
39.01,67.00,1.00,2.00,6.00,0.00
78.26,18.00,2.00,0.00,2.00,0.00
49.42,34.00,2.00,0.00,2.00,1.00
70.58,8.00,2.00,1.00,4.00,0.00
70.68,40.00,2.00,0.00,2.00,0.00
62.86,42.00,0.00,0.00,1.00,0.00
27.22,41.00,0.00,1.00,9.00,0.00
86.82,6.00,1.00,1.00,8.00,1.00
45.66,52.00,0.00,0.00,1.00,0.00
34.92,26.00,0.00,2.00,10.00,0.00
23.26,64.00,1.00,1.00,1.00,0.00
67.27,59.00,0.00,2.00,7.00,1.00
74.21,56.00,0.00,0.00,8.00,0.00
21.33,59.00,1.00,1.00,6.00,1.00
60.97,70.00,1.00,2.00,2.00,1.00
38.12,33.00,1.00,1.00,8.00,1.00
71.61,53.00,2.00,0.00,2.00,0.00
33.95,22.00,2.00,2.00,4.00,0.00
75.28,21.00,1.00,0.00,8.00,1.00
50.94,70.00,1.00,0.00,2.00,0.00
94.94,70.00,1.00,1.00,6.00,1.00
31.00,4.00,2.00,2.00,0.00,0.00
47.29,62.00,2.00,0.00,3.00,0.00
29.08,62.00,0.00,0.00,3.00,0.00
93.98,24.00,0.00,2.00,6.00,0.00
90.19,55.00,1.00,0.00,7.00,1.00
40.64,9.00,2.00,0.00,0.00,0.00
72.80,3.00,2.00,2.00,4.00,1.00
85.38,31.00,2.00,2.00,6.00,1.00
64.42,40.00,1.00,2.00,3.00,0.00
62.37,36.00,0.00,2.00,3.00,0.00
39.35,24.00,1.00,1.00,3.00,0.00
27.45,6.00,0.00,2.00,5.00,1.00
91.78,66.00,0.00,1.00,6.00,0.00
92.03,4.00,1.00,1.00,1.00,1.00
70.65,6.00,0.00,1.00,4.00,1.00
47.12,51.00,0.00,0.00,3.00,0.00
47.94,62.00,2.00,1.00,2.00,0.00
78.08,57.00,0.00,1.00,6.00,1.00
91.77,66.00,1.00,0.00,10.00,1.00
90.97,8.00,1.00,0.00,5.00,1.00
82.39,26.00,0.00,0.00,6.00,1.00
71.36,51.00,2.00,2.00,4.00,0.00
26.73,45.00,2.00,0.00,5.00,0.00
32.93,44.00,0.00,0.00,4.00,0.00
91.88,5.00,0.00,1.00,6.00,1.00
68.51,70.00,1.00,0.00,1.00,0.00
20.74,26.00,0.00,2.00,10.00,0.00
28.12,68.00,2.00,0.00,4.00,0.00
73.08,19.00,0.00,2.00,5.00,0.00
20.40,20.00,1.00,0.00,5.00,0.00
32.86,12.00,1.00,0.00,4.00,1.00
63.90,47.00,1.00,0.00,9.00,0.00
75.35,1.00,1.00,0.00,6.00,1.00
72.16,14.00,1.00,2.00,9.00,1.00
37.94,64.00,0.00,2.00,7.00,1.00
76.97,38.00,0.00,1.00,6.00,1.00
38.98,37.00,0.00,2.00,4.00,0.00
46.03,11.00,0.00,0.00,0.00,1.00
79.72,3.00,1.00,1.00,4.00,0.00
71.97,33.00,2.00,1.00,9.00,1.00
87.94,6.00,0.00,1.00,1.00,1.00
72.61,50.00,2.00,0.00,4.00,0.00
65.46,10.00,0.00,2.00,4.00,1.00
27.49,5.00,0.00,0.00,1.00,1.00
49.42,23.00,2.00,1.00,4.00,1.00
41.22,10.00,1.00,0.00,3.00,1.00
39.52,44.00,0.00,0.00,0.00,1.00
97.84,2.00,0.00,2.00,2.00,1.00
51.45,13.00,0.00,2.00,0.00,0.00
91.36,40.00,2.00,1.00,10.00,0.00
70.49,2.00,1.00,0.00,4.00,0.00
83.58,65.00,2.00,0.00,3.00,0.00
60.21,63.00,2.00,2.00,6.00,0.00
66.15,17.00,1.00,0.00,4.00,1.00
59.40,9.00,2.00,0.00,9.00,0.00
35.62,15.00,1.00,0.00,3.00,0.00
77.80,24.00,0.00,2.00,1.00,0.00
42.46,38.00,1.00,1.00,3.00,1.00
21.95,35.00,0.00,1.00,1.00,0.00
71.64,49.00,2.00,0.00,7.00,1.00
34.17,69.00,2.00,1.00,2.00,0.00
95.24,62.00,0.00,2.00,8.00,1.00
96.31,60.00,2.00,2.00,3.00,0.00
93.19,50.00,1.00,1.00,5.00,0.00
49.61,9.00,0.00,1.00,9.00,1.00
21.24,34.00,2.00,0.00,4.00,0.00
94.27,35.00,0.00,1.00,9.00,1.00
54.25,1.00,1.00,0.00,0.00,0.00
97.33,40.00,1.00,0.00,8.00,0.00
97.09,64.00,2.00,2.00,0.00,1.00
88.24,22.00,1.00,2.00,7.00,0.00
43.56,60.00,0.00,2.00,8.00,1.00
50.81,64.00,1.00,2.00,8.00,0.00
88.09,72.00,0.00,1.00,0.00,0.00
45.35,11.00,0.00,2.00,1.00,0.00
33.56,14.00,1.00,1.00,0.00,1.00
64.54,60.00,2.00,2.00,9.00,0.00
94.89,30.00,1.00,1.00,1.00,0.00
75.68,35.00,0.00,0.00,9.00,1.00
65.60,37.00,0.00,1.00,7.00,0.00
27.77,5.00,1.00,1.00,4.00,1.00
69.20,26.00,2.00,2.00,10.00,0.00
99.20,62.00,2.00,1.00,6.00,1.00
31.21,4.00,0.00,0.00,1.00,0.00
61.47,42.00,0.00,0.00,7.00,1.00
90.19,18.00,2.00,2.00,10.00,1.00
79.26,40.00,1.00,0.00,5.00,1.00
75.76,72.00,0.00,1.00,7.00,1.00
76.20,39.00,0.00,0.00,0.00,1.00
48.76,14.00,2.00,2.00,0.00,0.00
43.49,32.00,1.00,1.00,6.00,0.00
84.75,51.00,2.00,2.00,7.00,1.00
84.81,38.00,1.00,1.00,2.00,1.00
89.37,23.00,1.00,0.00,4.00,0.00
93.06,63.00,1.00,2.00,0.00,1.00
60.91,15.00,0.00,2.00,6.00,0.00
60.12,25.00,2.00,1.00,4.00,0.00
83.86,17.00,2.00,2.00,7.00,0.00
72.00,66.00,1.00,1.00,7.00,1.00
76.16,53.00,0.00,1.00,8.00,0.00
83.66,51.00,0.00,1.00,6.00,1.00
91.20,39.00,2.00,1.00,10.00,1.00
47.04,51.00,0.00,0.00,0.00,1.00
50.05,70.00,0.00,1.00,2.00,0.00
27.52,6.00,1.00,2.00,7.00,1.00
66.26,67.00,0.00,0.00,2.00,0.00
22.88,7.00,1.00,2.00,7.00,0.00
57.25,51.00,2.00,0.00,0.00,0.00
63.41,72.00,0.00,1.00,4.00,0.00
42.92,42.00,2.00,0.00,3.00,1.00
67.27,64.00,2.00,0.00,4.00,0.00
22.44,15.00,0.00,2.00,7.00,1.00
22.99,29.00,0.00,2.00,9.00,1.00
85.81,33.00,2.00,1.00,3.00,1.00
48.82,27.00,0.00,0.00,10.00,0.00
30.16,36.00,1.00,0.00,3.00,0.00
61.78,29.00,1.00,0.00,2.00,0.00
81.60,38.00,0.00,1.00,6.00,0.00
37.27,57.00,2.00,1.00,2.00,0.00
69.83,27.00,0.00,1.00,2.00,0.00
26.83,55.00,0.00,1.00,10.00,1.00
24.13,33.00,2.00,1.00,9.00,1.00
62.51,68.00,2.00,2.00,4.00,0.00
63.25,66.00,1.00,0.00,4.00,0.00
70.99,10.00,2.00,0.00,5.00,0.00
78.09,5.00,1.00,0.00,7.00,1.00
98.07,38.00,2.00,0.00,9.00,1.00
61.30,13.00,0.00,0.00,5.00,0.00
45.84,31.00,1.00,0.00,0.00,0.00
83.61,47.00,1.00,0.00,7.00,1.00
41.67,52.00,1.00,0.00,7.00,0.00
55.12,56.00,0.00,2.00,8.00,1.00
26.28,15.00,0.00,0.00,8.00,1.00
22.03,29.00,0.00,2.00,1.00,1.00
97.01,8.00,0.00,1.00,1.00,1.00
86.88,5.00,0.00,0.00,2.00,1.00
75.68,29.00,1.00,1.00,0.00,0.00
52.72,47.00,0.00,1.00,3.00,0.00
33.86,68.00,1.00,1.00,3.00,0.00
32.51,45.00,0.00,2.00,8.00,0.00
40.02,2.00,2.00,1.00,8.00,1.00
63.94,27.00,1.00,1.00,8.00,0.00
77.17,36.00,2.00,1.00,9.00,1.00
72.82,36.00,1.00,0.00,6.00,1.00
42.39,26.00,2.00,0.00,1.00,0.00
96.39,43.00,0.00,2.00,9.00,1.00
79.03,27.00,0.00,2.00,4.00,1.00
64.35,69.00,0.00,0.00,3.00,1.00
68.94,20.00,1.00,2.00,10.00,1.00
53.57,11.00,2.00,0.00,7.00,0.00
39.82,38.00,0.00,1.00,1.00,1.00
48.48,6.00,2.00,1.00,5.00,0.00
80.63,72.00,2.00,2.00,4.00,1.00
21.15,23.00,0.00,0.00,1.00,0.00
29.29,47.00,0.00,0.00,10.00,1.00
23.68,46.00,2.00,2.00,9.00,1.00
23.26,12.00,0.00,0.00,0.00,0.00
88.44,13.00,0.00,1.00,7.00,1.00
76.29,62.00,0.00,2.00,1.00,1.00
57.93,60.00,1.00,2.00,6.00,1.00
27.83,43.00,2.00,0.00,8.00,1.00
59.33,68.00,2.00,2.00,8.00,1.00
57.88,5.00,1.00,0.00,7.00,1.00
33.86,37.00,2.00,0.00,10.00,0.00
54.71,72.00,0.00,0.00,9.00,0.00
51.88,31.00,2.00,0.00,8.00,0.00
69.27,9.00,0.00,0.00,1.00,1.00
70.81,51.00,1.00,2.00,5.00,0.00
23.62,29.00,0.00,1.00,3.00,1.00
49.97,40.00,2.00,1.00,3.00,1.00
70.07,41.00,2.00,2.00,4.00,0.00
60.25,11.00,2.00,2.00,2.00,1.00
88.52,23.00,1.00,1.00,0.00,1.00
72.70,1.00,1.00,1.00,7.00,1.00
33.03,46.00,2.00,1.00,4.00,0.00
25.65,21.00,0.00,1.00,2.00,1.00
71.39,36.00,1.00,1.00,9.00,0.00
22.12,54.00,2.00,0.00,6.00,0.00
66.86,57.00,2.00,2.00,6.00,1.00
95.22,1.00,1.00,0.00,0.00,1.00
66.04,63.00,1.00,1.00,8.00,1.00
51.05,54.00,1.00,1.00,1.00,0.00
71.46,55.00,0.00,1.00,4.00,1.00
56.66,40.00,0.00,0.00,4.00,0.00
63.65,15.00,2.00,0.00,7.00,0.00
95.32,21.00,1.00,1.00,7.00,1.00
50.89,47.00,0.00,0.00,6.00,1.00
96.90,53.00,1.00,0.00,6.00,0.00
92.43,9.00,2.00,1.00,10.00,0.00
35.66,52.00,0.00,0.00,5.00,0.00
25.55,57.00,0.00,2.00,5.00,1.00
28.06,26.00,0.00,2.00,10.00,0.00
21.46,41.00,2.00,2.00,8.00,1.00
27.56,35.00,1.00,2.00,5.00,0.00
74.64,63.00,0.00,1.00,1.00,1.00
25.70,25.00,2.00,1.00,1.00,0.00
45.52,38.00,1.00,1.00,4.00,0.00
87.59,2.00,2.00,2.00,3.00,1.00
21.86,7.00,1.00,2.00,10.00,1.00
85.16,34.00,2.00,0.00,1.00,0.00
42.55,17.00,1.00,0.00,2.00,0.00
29.45,43.00,0.00,2.00,6.00,1.00
75.74,59.00,1.00,2.00,7.00,1.00
70.32,51.00,2.00,2.00,5.00,0.00
90.20,54.00,2.00,2.00,10.00,1.00
78.81,24.00,1.00,0.00,4.00,1.00
84.28,25.00,0.00,2.00,0.00,1.00
42.56,71.00,0.00,0.00,7.00,0.00
34.20,52.00,1.00,2.00,2.00,0.00
80.05,70.00,1.00,2.00,5.00,0.00
84.55,33.00,2.00,2.00,2.00,0.00
99.24,49.00,0.00,0.00,6.00,1.00
53.01,29.00,1.00,0.00,6.00,1.00
49.76,63.00,0.00,1.00,8.00,0.00
82.11,22.00,1.00,2.00,4.00,0.00
47.26,26.00,1.00,1.00,7.00,0.00
94.46,28.00,0.00,1.00,9.00,0.00
88.67,49.00,1.00,0.00,9.00,0.00
54.32,71.00,1.00,0.00,7.00,1.00
80.07,49.00,2.00,1.00,0.00,0.00
80.36,20.00,1.00,2.00,4.00,1.00
28.25,63.00,1.00,0.00,2.00,0.00
92.20,61.00,1.00,2.00,0.00,1.00
60.42,49.00,2.00,2.00,3.00,1.00
86.12,71.00,0.00,1.00,7.00,1.00
45.60,1.00,2.00,1.00,2.00,1.00
91.64,13.00,2.00,1.00,9.00,1.00
51.14,51.00,0.00,1.00,1.00,0.00
20.87,56.00,2.00,0.00,10.00,1.00
92.43,62.00,0.00,0.00,8.00,1.00
27.30,32.00,2.00,1.00,9.00,0.00
45.55,30.00,0.00,0.00,4.00,1.00
96.00,29.00,1.00,1.00,6.00,0.00
96.05,49.00,2.00,2.00,10.00,0.00
65.88,45.00,2.00,2.00,10.00,0.00
70.55,30.00,2.00,2.00,1.00,0.00
55.88,16.00,2.00,1.00,8.00,1.00
43.46,40.00,1.00,2.00,8.00,0.00
46.29,19.00,2.00,0.00,3.00,0.00
73.80,18.00,1.00,2.00,3.00,1.00
80.19,1.00,1.00,2.00,5.00,0.00
83.33,47.00,1.00,2.00,9.00,1.00
83.17,66.00,1.00,0.00,9.00,0.00
27.30,38.00,0.00,1.00,9.00,0.00
59.55,51.00,0.00,0.00,5.00,0.00
24.60,63.00,2.00,1.00,0.00,0.00
63.96,4.00,0.00,1.00,8.00,1.00
55.32,1.00,0.00,2.00,1.00,1.00
91.02,8.00,2.00,1.00,4.00,1.00
48.07,29.00,2.00,0.00,8.00,0.00
29.37,55.00,2.00,0.00,3.00,0.00
31.44,3.00,0.00,1.00,10.00,1.00
80.92,32.00,0.00,2.00,2.00,0.00
69.46,10.00,2.00,2.00,6.00,1.00
28.09,34.00,1.00,0.00,5.00,1.00
26.73,55.00,2.00,2.00,7.00,0.00
76.08,32.00,1.00,1.00,2.00,1.00
25.82,50.00,1.00,1.00,4.00,0.00
85.75,7.00,2.00,0.00,9.00,1.00
76.50,8.00,2.00,1.00,3.00,1.00
26.51,65.00,2.00,0.00,3.00,1.00
26.79,57.00,0.00,1.00,3.00,0.00
98.93,67.00,1.00,0.00,9.00,0.00
49.94,59.00,0.00,2.00,7.00,1.00
49.65,72.00,0.00,1.00,5.00,1.00
85.02,54.00,2.00,1.00,2.00,0.00
95.78,67.00,0.00,0.00,9.00,1.00
98.88,51.00,2.00,0.00,4.00,0.00
80.27,8.00,1.00,1.00,5.00,1.00
50.10,34.00,2.00,0.00,4.00,0.00
26.68,35.00,0.00,1.00,5.00,1.00
82.17,32.00,0.00,2.00,7.00,0.00
64.67,46.00,2.00,0.00,6.00,0.00
53.94,16.00,2.00,1.00,4.00,0.00
92.51,68.00,0.00,2.00,9.00,1.00
28.90,37.00,1.00,2.00,5.00,0.00
59.41,54.00,1.00,1.00,3.00,1.00
20.91,14.00,2.00,0.00,8.00,0.00
57.49,55.00,1.00,1.00,3.00,0.00
24.50,48.00,0.00,2.00,0.00,0.00
29.51,7.00,2.00,1.00,6.00,1.00
29.40,7.00,0.00,0.00,6.00,1.00
71.94,33.00,0.00,2.00,3.00,1.00
79.68,23.00,1.00,1.00,2.00,1.00
66.67,19.00,2.00,0.00,7.00,1.00
96.97,19.00,2.00,2.00,4.00,0.00
49.99,36.00,1.00,0.00,9.00,0.00
42.86,29.00,0.00,2.00,6.00,1.00
89.49,60.00,0.00,1.00,3.00,0.00
37.89,2.00,0.00,0.00,3.00,1.00
97.06,1.00,0.00,2.00,7.00,0.00
20.97,47.00,2.00,0.00,7.00,0.00
97.59,69.00,2.00,0.00,1.00,0.00
23.45,20.00,1.00,1.00,1.00,0.00
91.29,11.00,1.00,0.00,2.00,0.00
62.22,2.00,2.00,2.00,2.00,0.00
99.44,67.00,2.00,2.00,0.00,1.00
25.90,12.00,0.00,2.00,2.00,0.00
64.31,20.00,0.00,2.00,5.00,1.00
97.54,5.00,1.00,1.00,7.00,1.00
61.85,37.00,2.00,0.00,9.00,0.00
70.35,38.00,1.00,1.00,5.00,0.00
75.66,9.00,2.00,0.00,4.00,1.00
56.36,53.00,0.00,0.00,3.00,0.00
70.20,44.00,1.00,0.00,2.00,0.00
66.75,24.00,1.00,1.00,3.00,0.00
92.09,30.00,2.00,0.00,6.00,0.00
23.64,59.00,0.00,1.00,0.00,0.00
42.48,14.00,1.00,2.00,6.00,1.00
96.03,9.00,0.00,2.00,0.00,1.00
91.22,40.00,1.00,0.00,1.00,1.00
56.45,66.00,0.00,1.00,3.00,1.00
69.61,25.00,2.00,2.00,0.00,0.00
42.19,22.00,1.00,1.00,10.00,1.00
35.05,4.00,1.00,1.00,10.00,0.00
57.10,26.00,0.00,0.00,10.00,0.00
48.27,58.00,0.00,2.00,8.00,1.00
66.69,29.00,1.00,0.00,5.00,0.00
26.22,37.00,2.00,0.00,0.00,0.00
97.95,70.00,0.00,2.00,0.00,1.00
98.90,18.00,0.00,2.00,5.00,1.00
